Year,City,Sport,Discipline,NOC,Event,Event gender,Medal,New_test_column
1952,Oslo,Skiing,Alpine Skiing,USA,giant slalom,W,Gold,01/05/2052
1952,Oslo,Skiing,Alpine Skiing,USA,slalom,W,Gold,01/06/2052
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,individual,W,Bronze,01/07/2052
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,pairs,X,Gold,01/08/2052
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,01/09/2052
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,downhill,M,Gold,01/10/2052
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,01/11/2052
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold,01/12/2052
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,01/01/2053
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze,01/02/2053
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver,01/03/2053
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,slalom,M,Gold,01/04/2053
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,slalom,W,Silver,01/05/2053
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze,01/06/2053
1956,Cortina d'Ampezzo,Skating,Figure skating,CAN,pairs,X,Silver,01/07/2053
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,CAN,downhill,W,Bronze,01/08/2053
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,EUA,giant slalom,W,Gold,01/09/2053
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Bronze,01/10/2053
1956,Cortina d'Ampezzo,Skating,Speed skating,FIN,1500m,M,Bronze,01/11/2053
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,30km mass start,M,Gold,01/12/2053
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,3x5km relay,W,Gold,01/01/2054
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,4x10km relay,M,Silver,01/02/2054
1956,Cortina d'Ampezzo,Skiing,Cross Country S,FIN,50km,M,Silver,01/03/2054
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold,01/04/2054
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,01/05/2054
1956,Cortina d'Ampezzo,Skating,Figure skating,HUN,pairs,X,Bronze,01/06/2054
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,four-man,M,Silver,01/07/2054
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold,01/08/2054
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver,01/09/2054
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,JPN,slalom,M,Silver,01/10/2054
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,10000m,M,Silver,01/11/2054
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,500m,M,Bronze,01/12/2054
1956,Cortina d'Ampezzo,Skiing,Cross Country S,NOR,15km,M,Gold,01/01/2055
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,NOR,individual,M,Gold,01/02/2055
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,POL,individual,M,Bronze,01/03/2055
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,01/04/2055
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,01/05/2055
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,M,Silver,01/06/2055
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Gold,01/07/2055
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,downhill,W,Silver,01/08/2055
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,slalom,W,Gold,01/09/2055
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,10000m,M,Gold,01/10/2055
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,5000m,M,Silver,01/11/2055
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SWE,slalom,M,Bronze,01/12/2055
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,10km,W,Bronze,01/01/2056
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,15km,M,Silver,01/02/2056
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,30km mass start,M,Silver,01/03/2056
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,3x5km relay,W,Bronze,01/04/2056
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,01/05/2056
1956,Cortina d'Ampezzo,Skiing,Cross Country S,SWE,50km,M,Gold,01/06/2056
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,SWE,individual,M,Silver,01/07/2056
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,01/08/2056
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,10000m,M,Bronze,01/09/2056
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold,01/10/2056
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,1500m,M,Gold,01/11/2056
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Bronze,01/12/2056
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,5000m,M,Gold,01/01/2057
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Gold,01/02/2057
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,500m,M,Silver,01/03/2057
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,URS,slalom,W,Bronze,01/04/2057
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Gold,01/05/2057
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,10km,W,Silver,01/06/2057
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,15km,M,Bronze,01/07/2057
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,30km mass start,M,Bronze,01/08/2057
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,3x5km relay,W,Silver,01/09/2057
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,4x10km relay,M,Gold,01/10/2057
1956,Cortina d'Ampezzo,Skiing,Cross Country S,URS,50km,M,Bronze,01/11/2057
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze,01/12/2057
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,01/01/2058
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Bronze,01/02/2058
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Gold,01/03/2058
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,M,Silver,01/04/2058
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Gold,01/05/2058
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,individual,W,Silver,01/06/2058
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,01/07/2058
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,01/08/2058
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,01/09/2058
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Gold,01/10/2058
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,slalom,M,Silver,01/11/2058
1960,Squaw Valley,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze,01/12/2058
1960,Squaw Valley,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver,01/01/2059
1960,Squaw Valley,Skating,Figure skating,CAN,individual,M,Bronze,01/02/2059
1960,Squaw Valley,Skating,Figure skating,CAN,pairs,X,Gold,01/03/2059
1960,Squaw Valley,Skiing,Alpine Skiing,CAN,slalom,W,Gold,01/04/2059
1960,Squaw Valley,Skating,Figure skating,EUA,pairs,X,Silver,01/05/2059
1960,Squaw Valley,Skating,Speed skating,EUA,1000m,W,Silver,01/06/2059
1960,Squaw Valley,Skating,Speed skating,EUA,500m,W,Gold,01/07/2059
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,M,Silver,01/08/2059
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,downhill,W,Gold,01/09/2059
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,slalom,W,Bronze,01/10/2059
1960,Squaw Valley,Skiing,Nordic Combined,EUA,individual,M,Gold,01/11/2059
1960,Squaw Valley,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Gold,01/12/2059
1960,Squaw Valley,Biathlon,Biathlon,FIN,20km,M,Silver,01/01/2060
1960,Squaw Valley,Skating,Speed skating,FIN,3000m,W,Bronze,01/02/2060
1960,Squaw Valley,Skiing,Cross Country S,FIN,15km,M,Bronze,01/03/2060
1960,Squaw Valley,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze,01/04/2060
1960,Squaw Valley,Skiing,Cross Country S,FIN,4x10km relay,M,Gold,01/05/2060
1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Gold,01/06/2060
1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Silver,01/07/2060
1960,Squaw Valley,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,01/08/2060
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Bronze,01/09/2060
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Gold,01/10/2060
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,slalom,M,Bronze,01/11/2060
1960,Squaw Valley,Skiing,Alpine Skiing,ITA,giant slalom,W,Bronze,01/12/2060
1960,Squaw Valley,Skating,Figure skating,NED,individual,W,Silver,01/01/2061
1960,Squaw Valley,Skating,Speed skating,NED,5000m,M,Bronze,01/02/2061
1960,Squaw Valley,Skating,Speed skating,NOR,10000m,M,Gold,01/03/2061
1960,Squaw Valley,Skating,Speed skating,NOR,1500m,M,Gold,01/04/2061
1960,Squaw Valley,Skating,Speed skating,NOR,5000m,M,Silver,01/05/2061
1960,Squaw Valley,Skiing,Cross Country S,NOR,15km,M,Gold,01/06/2061
1960,Squaw Valley,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,01/07/2061
1960,Squaw Valley,Skiing,Nordic Combined,NOR,individual,M,Silver,01/08/2061
1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Bronze,01/09/2061
1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Silver,01/10/2061
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold,01/11/2061
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold,01/12/2061
1960,Squaw Valley,Biathlon,Biathlon,SWE,20km,M,Gold,01/01/2062
1960,Squaw Valley,Skating,Speed skating,SWE,10000m,M,Bronze,01/02/2062
1960,Squaw Valley,Skiing,Cross Country S,SWE,15km,M,Silver,01/03/2062
1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Gold,01/04/2062
1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Silver,01/05/2062
1960,Squaw Valley,Skiing,Cross Country S,SWE,3x5km relay,W,Gold,01/06/2062
1960,Squaw Valley,Skiing,Cross Country S,SWE,50km,M,Bronze,01/07/2062
1960,Squaw Valley,Skating,Figure skating,TCH,individual,M,Silver,01/08/2062
1960,Squaw Valley,Biathlon,Biathlon,URS,20km,M,Bronze,01/09/2062
1960,Squaw Valley,Ice Hockey,Ice Hockey,URS,ice hockey,M,Bronze,01/10/2062
1960,Squaw Valley,Skating,Speed skating,URS,10000m,M,Silver,01/11/2062
1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Bronze,01/12/2062
1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Gold,01/01/2063
1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Bronze,01/02/2063
1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Gold,01/03/2063
1960,Squaw Valley,Skating,Speed skating,URS,1500m,W,Gold,01/04/2063
1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Gold,01/05/2063
1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Silver,01/06/2063
1960,Squaw Valley,Skating,Speed skating,URS,5000m,M,Gold,01/07/2063
1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Bronze,01/08/2063
1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Gold,01/09/2063
1960,Squaw Valley,Skating,Speed skating,URS,500m,W,Silver,01/10/2063
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Bronze,01/11/2063
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Gold,01/12/2063
1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Silver,01/01/2064
1960,Squaw Valley,Skiing,Cross Country S,URS,30km mass start,M,Bronze,01/02/2064
1960,Squaw Valley,Skiing,Cross Country S,URS,3x5km relay,W,Silver,01/03/2064
1960,Squaw Valley,Skiing,Cross Country S,URS,4x10km relay,M,Bronze,01/04/2064
1960,Squaw Valley,Skiing,Nordic Combined,URS,individual,M,Bronze,01/05/2064
1960,Squaw Valley,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold,01/06/2064
1960,Squaw Valley,Skating,Figure skating,USA,individual,M,Gold,01/07/2064
1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Bronze,01/08/2064
1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Gold,01/09/2064
1960,Squaw Valley,Skating,Figure skating,USA,pairs,X,Bronze,01/10/2064
1960,Squaw Valley,Skating,Speed skating,USA,500m,M,Silver,01/11/2064
1960,Squaw Valley,Skating,Speed skating,USA,500m,W,Bronze,01/12/2064
1960,Squaw Valley,Skiing,Alpine Skiing,USA,downhill,W,Silver,01/01/2065
1960,Squaw Valley,Skiing,Alpine Skiing,USA,giant slalom,W,Silver,01/02/2065
1960,Squaw Valley,Skiing,Alpine Skiing,USA,slalom,W,Silver,01/03/2065
1964,Innsbruck,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver,01/04/2065
1964,Innsbruck,Luge,Luge,AUT,doubles,X,Gold,01/05/2065
1964,Innsbruck,Luge,Luge,AUT,doubles,X,Silver,01/06/2065
1964,Innsbruck,Luge,Luge,AUT,singles,W,Bronze,01/07/2065
1964,Innsbruck,Skating,Figure skating,AUT,individual,W,Silver,01/08/2065
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold,01/09/2065
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,01/10/2065
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Gold,01/11/2065
1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver,01/12/2065
1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,01/01/2066
1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,01/02/2066
1964,Innsbruck,Skiing,Alpine Skiing,AUT,slalom,M,Gold,01/03/2066
1964,Innsbruck,Bobsleigh,Bobsleigh,CAN,four-man,M,Gold,01/04/2066
1964,Innsbruck,Skating,Figure skating,CAN,individual,W,Bronze,01/05/2066
1964,Innsbruck,Skating,Figure skating,CAN,pairs,X,Bronze,01/06/2066
1964,Innsbruck,Luge,Luge,EUA,singles,M,Bronze,01/07/2066
1964,Innsbruck,Luge,Luge,EUA,singles,M,Gold,01/08/2066
1964,Innsbruck,Luge,Luge,EUA,singles,M,Silver,01/09/2066
1964,Innsbruck,Luge,Luge,EUA,singles,W,Gold,01/10/2066
1964,Innsbruck,Luge,Luge,EUA,singles,W,Silver,01/11/2066
1964,Innsbruck,Skating,Figure skating,EUA,individual,M,Gold,01/12/2066
1964,Innsbruck,Skating,Figure skating,EUA,pairs,X,Silver,01/01/2067
1964,Innsbruck,Skiing,Alpine Skiing,EUA,downhill,M,Bronze,01/02/2067
1964,Innsbruck,Skiing,Nordic Combined,EUA,individual,M,Bronze,01/03/2067
1964,Innsbruck,Skating,Speed skating,FIN,1000m,W,Bronze,01/04/2067
1964,Innsbruck,Skating,Speed skating,FIN,1500m,W,Silver,01/05/2067
1964,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Gold,01/06/2067
1964,Innsbruck,Skiing,Cross Country S,FIN,30km mass start,M,Gold,01/07/2067
1964,Innsbruck,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze,01/08/2067
1964,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Silver,01/09/2067
1964,Innsbruck,Skiing,Cross Country S,FIN,50km,M,Bronze,01/10/2067
1964,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Silver,01/11/2067
1964,Innsbruck,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Silver,01/12/2067
1964,Innsbruck,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold,01/01/2068
1964,Innsbruck,Skating,Figure skating,FRA,individual,M,Silver,01/02/2068
1964,Innsbruck,Skiing,Alpine Skiing,FRA,downhill,M,Silver,01/03/2068
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold,01/04/2068
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Gold,01/05/2068
1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver,01/06/2068
1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Gold,01/07/2068
1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Silver,01/08/2068
1964,Innsbruck,Bobsleigh,Bobsleigh,GBR,two-man,M,Gold,01/09/2068
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,four-man,M,Bronze,01/10/2068
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze,01/11/2068
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver,01/12/2068
1964,Innsbruck,Luge,Luge,ITA,doubles,X,Bronze,01/01/2069
1964,Innsbruck,Skating,Figure skating,NED,individual,W,Gold,01/02/2069
1964,Innsbruck,Skating,Speed skating,NED,1500m,M,Silver,01/03/2069
1964,Innsbruck,Biathlon,Biathlon,NOR,20km,M,Bronze,01/04/2069
1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Bronze,01/05/2069
1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver,01/06/2069
1964,Innsbruck,Skating,Speed skating,NOR,1500m,M,Bronze,01/07/2069
1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Bronze,01/08/2069
1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold,01/09/2069
1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Silver,01/10/2069
1964,Innsbruck,Skating,Speed skating,NOR,500m,M,Silver,01/11/2069
1964,Innsbruck,Skiing,Cross Country S,NOR,15km,M,Silver,01/12/2069
1964,Innsbruck,Skiing,Cross Country S,NOR,30km mass start,M,Silver,01/01/2070
1964,Innsbruck,Skiing,Nordic Combined,NOR,individual,M,Gold,01/02/2070
1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze,01/03/2070
1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Gold,01/04/2070
1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,01/05/2070
1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,01/06/2070
1964,Innsbruck,Skating,Speed skating,PRK,3000m,W,Silver,01/07/2070
1964,Innsbruck,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver,01/08/2070
1964,Innsbruck,Skating,Speed skating,SWE,10000m,M,Gold,01/09/2070
1964,Innsbruck,Skiing,Cross Country S,SWE,15km,M,Bronze,01/10/2070
1964,Innsbruck,Skiing,Cross Country S,SWE,3x5km relay,W,Silver,01/11/2070
1964,Innsbruck,Skiing,Cross Country S,SWE,4x10km relay,M,Gold,01/12/2070
1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Gold,01/01/2071
1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Silver,01/02/2071
1964,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze,01/03/2071
1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold,01/04/2071
1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Silver,01/05/2071
1964,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,01/06/2071
1964,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold,01/07/2071
1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold,01/08/2071
1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Silver,01/09/2071
1964,Innsbruck,Skating,Speed skating,URS,1500m,M,Gold,01/10/2071
1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze,01/11/2071
1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold,01/12/2071
1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold,01/01/2072
1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Silver,01/02/2072
1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver,01/03/2072
1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver,01/04/2072
1964,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze,01/05/2072
1964,Innsbruck,Skating,Speed skating,URS,500m,W,Gold,01/06/2072
1964,Innsbruck,Skating,Speed skating,URS,500m,W,Silver,01/07/2072
1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze,01/08/2072
1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold,01/09/2072
1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Silver,01/10/2072
1964,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze,01/11/2072
1964,Innsbruck,Skiing,Cross Country S,URS,3x5km relay,W,Gold,01/12/2072
1964,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze,01/01/2073
1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze,01/02/2073
1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Gold,01/03/2073
1964,Innsbruck,Skiing,Nordic Combined,URS,individual,M,Silver,01/04/2073
1964,Innsbruck,Skating,Figure skating,USA,individual,M,Bronze,01/05/2073
1964,Innsbruck,Skating,Speed skating,USA,500m,M,Gold,01/06/2073
1964,Innsbruck,Skiing,Alpine Skiing,USA,giant slalom,W,Silver,01/07/2073
1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Bronze,01/08/2073
1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Silver,01/09/2073
1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,W,Bronze,01/10/2073
1968,Grenoble,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver,01/11/2073
1968,Grenoble,Luge,Luge,AUT,doubles,X,Silver,01/12/2073
1968,Grenoble,Luge,Luge,AUT,singles,M,Gold,01/01/2074
1968,Grenoble,Skating,Figure skating,AUT,individual,M,Gold,01/02/2074
1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,01/03/2074
1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Gold,01/04/2074
1968,Grenoble,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,01/05/2074
1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Bronze,01/06/2074
1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Silver,01/07/2074
1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze,01/08/2074
1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver,01/09/2074
1968,Grenoble,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze,01/10/2074
1968,Grenoble,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold,01/11/2074
1968,Grenoble,Skiing,Alpine Skiing,CAN,slalom,W,Silver,01/12/2074
1968,Grenoble,Skating,Speed skating,FIN,1500m,W,Gold,01/01/2075
1968,Grenoble,Skating,Speed skating,FIN,3000m,W,Silver,01/02/2075
1968,Grenoble,Skiing,Cross Country S,FIN,15km,M,Silver,01/03/2075
1968,Grenoble,Skiing,Cross Country S,FIN,30km mass start,M,Bronze,01/04/2075
1968,Grenoble,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze,01/05/2075
1968,Grenoble,Skating,Figure skating,FRA,individual,M,Bronze,01/06/2075
1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Gold,01/07/2075
1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Silver,01/08/2075
1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,W,Silver,01/09/2075
1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold,01/10/2075
1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver,01/11/2075
1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,M,Gold,01/12/2075
1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Bronze,01/01/2076
1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Gold,01/02/2076
1968,Grenoble,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver,01/03/2076
1968,Grenoble,Luge,Luge,FRG,doubles,X,Bronze,01/04/2076
1968,Grenoble,Luge,Luge,FRG,singles,W,Bronze,01/05/2076
1968,Grenoble,Luge,Luge,FRG,singles,W,Silver,01/06/2076
1968,Grenoble,Skating,Figure skating,FRG,pairs,X,Bronze,01/07/2076
1968,Grenoble,Skating,Speed skating,FRG,500m,M,Gold,01/08/2076
1968,Grenoble,Skiing,Nordic Combined,FRG,individual,M,Gold,01/09/2076
1968,Grenoble,Luge,Luge,GDR,doubles,X,Gold,01/10/2076
1968,Grenoble,Luge,Luge,GDR,singles,M,Bronze,01/11/2076
1968,Grenoble,Luge,Luge,GDR,singles,M,Silver,01/12/2076
1968,Grenoble,Skating,Figure skating,GDR,individual,W,Silver,01/01/2077
1968,Grenoble,Skiing,Nordic Combined,GDR,individual,M,Bronze,01/02/2077
1968,Grenoble,Bobsleigh,Bobsleigh,ITA,four-man,M,Gold,01/03/2077
1968,Grenoble,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold,01/04/2077
1968,Grenoble,Luge,Luge,ITA,singles,W,Gold,01/05/2077
1968,Grenoble,Skiing,Cross Country S,ITA,30km mass start,M,Gold,01/06/2077
1968,Grenoble,Skating,Speed skating,NED,1000m,W,Gold,01/07/2077
1968,Grenoble,Skating,Speed skating,NED,1500m,M,Gold,01/08/2077
1968,Grenoble,Skating,Speed skating,NED,1500m,M,Silver,01/09/2077
1968,Grenoble,Skating,Speed skating,NED,1500m,W,Bronze,01/10/2077
1968,Grenoble,Skating,Speed skating,NED,1500m,W,Silver,01/11/2077
1968,Grenoble,Skating,Speed skating,NED,3000m,W,Bronze,01/12/2077
1968,Grenoble,Skating,Speed skating,NED,3000m,W,Gold,01/01/2078
1968,Grenoble,Skating,Speed skating,NED,5000m,M,Bronze,01/02/2078
1968,Grenoble,Skating,Speed skating,NED,5000m,M,Silver,01/03/2078
